image,type,prompt,ground_truth
generated_images_qutip/Random_state_N14_density0.5.png,Random state,,"This is a random state with density is 0.5, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N14_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 14 in the linear space -5 to 5."
generated_images_qutip/Random_state_N14_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N14_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 14 in the linear space -5 to 5."
generated_images_qutip/Random_state_N14_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N14_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 14 in the linear space -5 to 5."
generated_images_qutip/Random_state_N14_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N14_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 14 in the linear space -5 to 5."
generated_images_qutip/Random_state_N14_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N14_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 14 in the linear space -5 to 5."
generated_images_qutip/Random_state_N14_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 14 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.1.png,Random state,,"This is a random state with density is 0.1, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.1.png,Random state,,"This is a random state with density is 0.1, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.2.png,Random state,,"This is a random state with density is 0.2, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.2.png,Random state,,"This is a random state with density is 0.2, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.3.png,Random state,,"This is a random state with density is 0.3, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.3.png,Random state,,"This is a random state with density is 0.3, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.4.png,Random state,,"This is a random state with density is 0.4, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.4.png,Random state,,"This is a random state with density is 0.4, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.5.png,Random state,,"This is a random state with density is 0.5, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.5.png,Random state,,"This is a random state with density is 0.5, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N13_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Random_state_N13_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.1.png,Random state,,"This is a random state with density is 0.1, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.1.png,Random state,,"This is a random state with density is 0.1, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.2.png,Random state,,"This is a random state with density is 0.2, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.2.png,Random state,,"This is a random state with density is 0.2, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.3.png,Random state,,"This is a random state with density is 0.3, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.3.png,Random state,,"This is a random state with density is 0.3, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.4.png,Random state,,"This is a random state with density is 0.4, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.4.png,Random state,,"This is a random state with density is 0.4, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.5.png,Random state,,"This is a random state with density is 0.5, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.5.png,Random state,,"This is a random state with density is 0.5, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.6.png,Random state,,"This is a random state with density is 0.6, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.7.png,Random state,,"This is a random state with density is 0.7, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.8.png,Random state,,"This is a random state with density is 0.8, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density0.9.png,Random state,,"This is a random state with density is 0.9, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N12_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Random_state_N12_density1.0.png,Random state,,"This is a random state with density is 1.0, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Random_state_N11_density0.1.png,Random state,,"This is a random state with density is 0.1, number of qubits equal to 11 in the linear space -5 to 5."
